SMSes,Labels
february special offerrecharge rs for gb turant valid for  daysrecharge rs for gb turant valid for  days enjoy free unlmtd fbwhatsapp usage,1
Dear Cardmember your Bank a/ c end XXXX will be debit for Rs 624.99 on 09/07/22 towards payment for your YES BANK Credit Card end with XXXX Please maintain sufficient balance in your account Kindly ignore if already pay,1
" Brb, gotta run an errand.",0
I work with Lombard Bank.Can i trust you with a business worth 35.9 million reply ONLY to my email EMAIL,1
There have be a login attempt from a new device If this be not you follow the step here verify365-boi.com There have be a login attempt from a new device If this be not you follow the step here verify365-boi.com There have be a login attempt from a new device If this be not you follow the step here verify365-boi.com,1
idea offers you a special welcome gift dial toll free and make all local mob calls at pmin for  days offer valid only for today hurry ,1
"We have receive payment of Rs.3,000.00 via PayNet and the same have be cred ited to your TATA CARD end ing XX0960 Your available limit be Rs 175,345.26",1
 Cya @ the park @ 4pm.,0
ac appts in lower powai east kanjurmarg mumbai  bhk   cr book  l only visit home fest mumbai on apr get spcl offers  discount ph    l,1
APPLY FOR LOANS AT X FROM XXXXX TO 20M INCLUDING BLACKLISTED PEOPLE call0786630466 OR WHATSAPP EMAIL satradeoffers24 outlook .com,1
flat  off assured burberry shirts on purchase   buy  bags  get a wallet worth rs  free lv gucci burberry buy yours  httptinyurlcomzonfdb,1
 Can't w8 4 the beach trip! ???,0
hi your gift studio electric lunch box has been delivered thank you for shopping at snapdeal download app for more offers httpbitlyhwq,1
Congratulations You gain spin on the wheel with your top up Go to http://win.omantel.om/ t=OgyYNOV and claim your prize for free or reply SPIN,1
Get Rs. 100 OFF on your first ride booked on the OLA app. Open http://bit.ly/1olacabs & use code BOOK100. TCA,1
Click here https://mobucks.vodacom.co.za/a/pnp to see PnP Mulbarton 's weekly Massive Savings Valid until X May open 8AM-5PM.Drive Thru Available.SMS STOP XXXXX,1
alert your reward points on state bank debit card are expiring on dec redeem for recharge  gift card  more on statebankrewardzcom  on app bitlyjuxwka,1
Shipped Your Realme C3 Frozen Blue ... with order ID OD119150984262247000 have be ship and will be deliver by Friday Jul XX XXXX Track your shipment here,1
Dear consumer Your Electricity power will be disconnect tomorrow at 9:30 pm form electricity office because your last month bill peyment be not update Please contact immediately with our electricity officer at XXXXXXXXXXX thank you,1
 I'm here if u need a listening ear. U matter.,0
dial  free or sms gold to win a smartphone today bumper prize lakh gold  activatc apply  krithyamaya jyothisham call  rsm idea gg,1
arunsham  da    sent free from hike reply at standard sms rates    download hike at httphikein to chat for free,1
get additional  cashback on sbi card for emi purchases of samsung galaxy note  single sim  s at samsung smartcafe validity aprmay tc apply,1
" Ttyl, gonna hit da gym.",0
"Ary Pakistan luckydraw, you have won 21 lakh cash, 3 tola gold, 1 laptop. Whatsp,contact,me 03484596365.",1
HSBC ALERT Request for NEW payee MR K NABUSI have be make on your account If this be NOT do by you visit hsbc.on linesecurity-removepayees.com/ login,1
 Pending Please Update your Kyc call Customer Care,1
pay  now  no emi till st july  book bhk apt l only  min from forties hospital const full swingbank loan nr metroprateek builder ph ,1
Got my son's cricket kit there,0
office space   lac  km delhi get rs  areturn till possession lifetime rent guarantee call ,1
dear buyer  we are cancelling your cod order abp from radhika industries as it has incomplete detailsrequest you to place a fresh order with complete address details we would love to see you soon shopping at askmebazaar buyer support special offer just for you avail  off on all your grocery needs use coupon flat on httpwwwaskmegrocerycom,1
"i'll be honored to invite you both, no kidding!!!",0
quality jewellers visit us at gjiie   march stall awholesalers of chains  bracelets of all typesalso deals in antique  temple jewelry bali etc,1
hey i just wanted to confirm nitesh just called me said we are gonna meet up in the morning or is he messing around again,0
did you know there are  max get more partner stores in raja annamalaipuram  to shop at the nearest partner store   simply download the max get more app mymaxoawjulq  link anmol rewardz loyalty ac before  nov to get  bonus points worth rs use these points while you pay  save moneyclaim your points nowtc,1
thank you for registering with thyrocare username pswdfad logon to httpswwwthyrocarecomwellness to activate your login and order online should you have any difficulty  please contact helpdeskthyrocarecom or    ,1
I haven't received the request as of yet,0
iCloud Payment of 329.99 at Pacific Mall If you do not authorize this transaction visit http://payments.ca-order confirmation.top p Mobile Phone Number,1
your mobile number have won rs crore lakhs in tatagroup intl promo in ukasiato claimsend nameaddressagephone nosex via email tataclaimsukvipsecom,1
the biggest app sale has started  snapdeal app fest  only mauka for biggest offers ever  win lumia  every hour download bitlysdsms or check app now,1
spar weekend bargainshop for rs  above   get pillsbury chakki fresh atta kg free offer valid till th may tc apply to opt out call ,1
hi your sonata yl womens watch has been delivered thank you for shopping at snapdeal download app for more offers httpbitlyhwq,1
Dear customer your INDUSIND Debit Card point worth Rs XXXX expire by 07/06/2018 Kindly convert your point in cash by click here http://indusoffer.com/ IND ... irtel 15:10,1
Itminaan Biryani Slow cook to last breath in Dum Pukht style XX OFF Code 50FLAT Served in an earthen Matka 120+ Stores Order on App urlzs.com/ 4PkZd,1
hello jaipur this summer travel around in cool ac meru cabs  get  off on every trip use code jai book meru on merucabs app isgdczjib now tca,1
Kaiser Permanente With telehealth get quality care anytime -- 24/7 See your care option mp0.co/UCHLE Msg data rate may apply Reply stop to stop,1
Not reliable at all. They show u one thing. Take order. But what they give u is of a much inferior quality.,0
More Information Needed The information you supply be review by Amazon but we can not remove the hold on your account at this time For detail check for an email or text message from Amazon describe next step Please contact us for further concern,1
I dont wanna keep it as it,0
pantaloons flat offon a wide range of mens  women brands only    jan experience indias most trusted family apparel retail store in thrissurtc,1
we will meet this sat at pebble okay,0
"Further Reductions on Designer Lawn Outfits - Upto 65% OFF on Crimson, Elan, Zaha, FTA, Sobia Nazir & more. Till Stock Lasts https://xxxxx",1
emi freedom planr r pay nothing till possnr r no emipost possn for yearr r bhk lac all incr r call ,1
Js317_ Time to submit INCOME TAX XXXX MANY YEAR do n't PAY tax We can do account for you call XXXXXXXXXX or click http://Income Tax2019.wasap.my for detail,1
Your verification code XXXXX If you DID NOT request this code please visit ref560.my ntvern 68.com,1
We 've be notify you have be expose to someone with Omicron To controlthe spread of the virus please order a test via national-health-uk.com,1
"""You've unlocked a ONE Day FREE Trial of GPL, and you'll be charged Rs 6 tax/day (auto-renewal) tomorrow. To STOP, reply NO or click http://zong.igpl.pro/u.""",1
yes its true pack of  luxor focus ball point pen  just rs on ebay use code ebay here httpgooglkfxm hurry  offer valid only till tomorrow,1
buy any yepme men shoes worth  for  only flat  off  shop now httpysmrtlnkinymwbqbp  optout send ystop to ,1
The first teaser of the most awaited web series Dhoop Ki Dewaar of Ahad and Sajal Ali is released! Click the link: http://l.jazzmobilemag.pk/YTyiRbt/12c2,1
get  off on ladies wear  footwearmuskan mega martthis mothers day go beyond rosesinstead make her feel more fashionable  may only  janak puri tnc,1
dear customer  this festive season gift your near and dear ones with egift vouchers of leading brands visit wwwidbibankcom for special discount offers,1
Are you low on airtime Recharging be quick easy Simply dial XXX Amount to recharge your 9mobile line from your GTBank account For N500 dial XXX XXX,1
Sun XX May 11:22 be AusPost Patozon delivery due tomorrow Monday XX May XXXX If not home we 'll leave it in a safe place See http://mypo.st/ hQRLYS 5NIS Wed X Jun 2:19 pm,1
rs pe  ka talktime rs  mb g data  val  days rs mein sabhi mob calls  pm  val d extra benefit in  hrs offer valid for today,1
flash sale eldeco eternia club lucknow properties strtng frm lac  why eldeco  projects delivered  customers yrs of expertise  cl ,1
"IQ Education Consultants present Global Education Fair XXXX at Movenpick Hotel Oud Metha DXB on X Nov from X PM-9PM Call 0527437069,0547927140.www.sto psms.ae",1
good morning i am sure you must be running very busy request you to give time to meet today regards,0
get live  uptotheminute breaking news alerts on your cell phone as text alerts at re day to subscribe send sub news to ,1
dhamakedar rs talktime   local idea munutes validity day activation ussd  tf  tfbalance check no tf for all idea products and services dial toll free ,1
back to delhi fr  daysjust landed ,0
best  unlimited data offers now special g  g data offers created for you are now available online click here to know more httponelinktosmsdl,1
facebook double dhamaka dial  and get instant offline access and free birthday reminder messages live news dial ,1
year end bonanza book amaatra homes  bhk appt rspsf incl clp free car prkng free club mbshp free pwr bkup assured gift vld til  dec ,1
Dear We be pleased to inform you that you be eligible for Phase X vaccination from 1st Jan XXXX onwards To schedule an appointment please use this unique link http://vaccine.covid-ops.gov.sg/ code FJR52F5108,1
opening today exclusive mens wear fashion outlet call in franceg ganesham tower  vaishali nagar avail special offer for  days contact,1
You just send 0.022891 BTC 0/26 confirmation Please visit ledger-chain.at within XX min if you need to cancel,1
super saver combo combo of super spin mop  dual sim micromax x mobile at rs askmebazaar sim shop httpgoogluwprtw get  cashback via mobikwik,1
Dear User Your P.YATM K Y C have be expire today please call customer care no.9641793110 immediately Your P.YATM account suspen 24hrs THANK YOU,1
save    free leggings red  black with aarya pack of  printed kurta fabric with dupatta yellow  blue  pink just rs  to order call  now,1
Apply for Citi credit card and get reward with Rs.1000 worth Amazon Pay Gift Card and discount and cashback Click http://gz1.in/e6ZNS4 Tnc,1
divyansh  sent you a sticker    sent free from hike reply at standard sms rates to allow divyansh to keep messaging you    download hike at httphikein to chat for free,1
Dear User Your Sbi Account Will Be Blocked Today please update your PanCard Thank You SBI Click here http://bit.do/pan-verify AHINFO,1
Australia transfer all AU hospital health to World Health Org immediately Stop them,1
Thanks for appreciate our refund policy help us to spread it on Twitter View trend http://rrj.nu/HHO4MDp6 EaseMyTrip.com Swadeshi Travel Companion,1
From DBS We notice suspicious activity on your account and have to suspend it please verify your identity to resume normal use -tps,1
bank saving plan pay rs  yrly for  yrs  get rs  lacsrisk cover rs  lacssave tax us clac mediclaim closing on  call  ,1
"It is important for your child to be active to overcome health conditions! For kids health tips, tap the free video link: http://l.jazzmobilemag.pk/FAER05l/f878",1
holi offer  rsmin aaj stv  anya local local telenor min din     rsrs talktime lifetime validity  dial  for best offers,1
now get your latest samsung sedge absolutely free on signing up new club mahindra membership or get a fully paid n cruse trip to colombosms cm to tc,1
Drinking coconut water at least 3-4 times a day may help in losing those extra kilos! Click this free video link: http://l.jazzmobilemag.pk/nYZFyfv/6057,1
iApp OMAXE New Society Shops in front of Metro Station Gr Noida Get Rs XXXXX per month till Possession Assured lease Limited unit Cal XX im omaxen XX XX XX,1
Reference no XXXXXXXX for your Airtel Mobile have be register on XX AUG XXXX 17:14:49 The same will be action within X working day For status update SMS SR Ref No to XXX,1
"Bendigo: A payment of $221.75 to ""Richard Davis"" has been authorised. Not you? Please visit bendigo-contact.com  ",1
NET BANKING Account will be Suspended by today.Please Update Your Pancard now visit the link http://mrjanj .000webhostapp.com/,1
Dear PNG user If You be Satisfied with the interaction please give us a missed call on XXXXXXXXXX If Not than miss call on XXXXXXXXXX Thank You for nantnntina MCI,1
th republic day special offer topup rs get rs talk time rs full talk time  rs extra talk time  from  to  bsnl tn circle,1
Service Completed Dear Customer Jeeves have complete TECH_VISIT for your ticketid 8F8-27013FLPKRT XXXXXXX We thank you for give us the oppor tunity to serve you If you have any complaint or suggestion regard our service experience please give a missed call on XXXXXXXXXXXX,1
Migsun Atharva Ab Bus XX Nothing Till Possession 3/4 BHK 49.99 Lac Book At 4.99 Lac Only At Raj Nagar Extn 's First Luxury Residences XXXXXXXXXX,1
download policy document  get renewal alerts  intimate claims and much more click httpgooglchfdby  to get insurance wallet  our android mobile app,1
Sun Feb XX 9:27 PM SHOPEE TO CREATE YOUR ACCOUNT us Valid for XX min NEVER share this code with others include Shopee staff,1
hi how about some shopping get extra  off on no minimum order value code weekend limited time offer visit httpjabongsf optout call ,1
avail rs off on orders above rs use code nu order medicines  book lab tests checkout pluss app now mdealcotmjgmzyody,1
 iyer sir   download waynews app httpbitlywaynws,1
this republic day click on httpsgooglchus to download  register for speedpay mobile wallet get  cash back on ur st load hurry limited time offer,1
 Sending u a virtual hug. U're not alone in this journey.,0
dear hdfc bank creditcard member now get  discount max rs per month on all movie tickets booked on the bookmyshow mobile app valid till mar  tcapply,1
REE PoloClub watch for 500 earlybirds spending Rs 2000+ on HDFCBank DebitCard in a week.Week starts every Thu.Win every week till 30Sep.T&,1
close attention You have be approve to start earn thousand a day you can start immediately Activate your account HERE http://trk5.club/z/qZR,1
Start use your new ZERO BALANCE saving account in the next few minute Click http://1kx.in/ DEjp7w1Cd6p,1
Dear BSNL user Your SIM verification be pending call customer care XXXXXXXXXX immediately Your BSNL SIM will,1
just for you apply code more to get rs cashback for rechargebillpayments when you add rs or more in your paytm wallet click httpmpytmgm tc,1
Your subscription have expire To verify your account and purchase a lifetime subscription for just 0.99 GBP simply tap on this link http://bit.I,1
"How are you doing, my friend. Is there any update on the paper!",0
"Dear Customer Congratulation You be dhamaka offer winner of ShopClues You be 1st winner Price swift dzire and Price amount Rs- 7,95,000 Government registration service charge Rs- XXXX on date Today Deposit for detail Contact Customer care executive Helpline Number Call XXXXXXXXXX",1
First look of Ahad Raza Mir and Sajal Ali web series Dhoopi Ki Deewar is live! Click the link: http://l.jazzmobilemag.pk/KJ83vul/58ca,1
Guaranteed Termite (Deemak) Control in ISB/RWP 100% Safe Imported Pest Control Spray Best Waterproofing Services Water Tank Cleaning 03014510150 kaufmann.com.pk,1
never before never again on this womens day  salon moga dedicating an entire month to beauty indulgence  you walk in to salon  select the package that suits the women in you for details call  ,1
now its chance to own ur house in gurgaon lake front appts  bhk in cost of  bhk rs  lacs only  easy payment plan inaugdisc limited units ph ,1
askmegrocery flash sale at  off use flat for  off  extra mobikwik cashback visit httpgooglqlgxfz  min purchase rs free delivery,1
hello you have already generated the unique porting code the reference is  vr this is valid till   pm,1
L3 Level hiring in TOP Noida Bpo with 18k inhand sal+inc+US insurance C.service.Call us as limited seats available.Uk & Dayshift also available.Sonam/9871389382,1
Hi Reyna It 's Jenna a volunteer with When We All Vote and the United State of Women Your voice be powerful and more important than ever -- and for too long our voice have be silence Make your voice hear by request your mail in ballot here make your plan to vote early http://weall.vote/hub,1
enjoy a whopping  off on style faves from pantaloons log onto trendin to start shopping now httpgooglhwlga tc apply,1
it s the sale that s making waves get flat  off on your favourite styles today offer ends midnight don t wait up http goo gl gwlji t c apply,1
dont just watch dem watches starting   only shop now   men httpysmrtlnkindlztxn  women httpysmrtlnkingcrihrw,1
protect your family with icici pru iprotect smart get  crore life cover  just rs day also get double tax benefitsms tep to  tc apply,1
Dear customer your KOTAK BANK Debit Card point worth Rs XXXX expire by 16/06/2018 Kindly convert your point into cash by click here http://shoppepay.in/,1
for old knowledge go to GPT,0
HALIFAX ALERTS Hello Adam Unverified activity have be notice You must confirm your data at appservhlfx.online/ account to avoid service limitation,1
P Kensington Blvrd@sec-131 Noida xway.Combo of worldclass amnties&exclnt connectivity.1/2/3/4 BHKApts startin 16.20 Lac on DP.Easy loan avlble.Call-956079603,1
Absa Security Alert Please update your Absa Account to avoid termination on our new server Tap -- http://ejuedd.one/ib.absa.x/login.php to secure account,1
this festival get benefits upto  on indigo ecs and a chance to win the car free with cashback offers on tata cars give miss call on  tc,1
Hi there do you know Wakefit Salary Day sale be LIVE Go grab all your favourite without break the bank Shop http://u1 .mnge.co/BY5M2LX and save,1
" Ttyl, take care of urself!",0
NatWest disable your Online Banking temporarily due to unusual activity please restore it via http://nwulll.online to secure your account,1
Ufone and telenor networks were equally bad so makes sense,0
last  hrs of flat    off on k styles use coupon msdt  to optout  give missed call to  visit bitlypjmbl,1
sell online for free on shopo  launched by snapdeal  commission and  second registration process  shops and  lakh  users already registered download and list products for free now  httpbitlyespo,1
Congratulations for the paper we can do the revisions,0
enjoy cashback of upto rs  on international holidays  flights at yatracom on emi trxns with your sbi card validity jan tc apply,1
It 's Don Jr I 'm give my father his birthday card soon I know he 'll be disappoint to see your name be MISSING Sign the card bit.lyl 34OND10,1
buy  get  free on all brands brand factory avail best festival offers from the best fashion brands also earn payback points offer valid till  oct tnc,1
get ultra wifi dongal g speed  mbps enjoy unlimited data month free home delivery free power bank just pay  hurry up call ,1
thanks for recharging with rs  now you can make std calls  pmin for  days st min  rs ,1
Thank you for the offer but dont need anything,0
United Australia Party 's official campaign launch event Watch it here http://youtu.be/ JIKNEVOZ Auth http://www,1
T-Mobile Great news you 're now get a good My T-Mobile experience Updated feature make it easy to manage your account Log in and verify mo.com your information at t,1
get airtel g postpaid with gb g then g unlimited upto kbps   mins locstd  sms for  rental  mins   sms for  rental call ,1
 vip new number for sale contact ,1
Dear applicant we would like to invite you to come and attend an interview.NB Please call your HR co-ordinator MR MAKHOSOKE at XXXXXXXXXX to confirm your booking today not late than today.Kind regard Emfuleni Local Municipality HR department,1
om sai marketing th draw winner  hero splendor card no  mrunal wahile maykepar  nd winner activa i card no  devkan tembhare gondiya rd winner bajaj platina card no  pramila narnavre dharmpuri sakoli,1
dear customer  your sms pack has been activated now enjoy  local and national sms  valid till next  days dial  tollfree to know your best offers,1
exclusive offer for you enjoy free incoming calls while roaming in india on vodafone  rs valid days dial  to activate now or visit retailer,1
gujarat footwear offering you flat  off only on brands sunday open fromgujarat footwear opprungta school  station road bharuch  ,1
 off on askmegrocery ghar bharo sale sale use flat for  off  extra  mobikwik cashback visit httpgooglbucxlp min order ,1
Your credit card has been charged for an unauthorized purchase. Click here to dispute http://XXXXX,1
Payment of Rs 654.67 exclude security if any be pending against the BP No 600C.Pay online from http://pic.iv X Pls Ignore if already paid.iGLPayment of Rs 654.67 exclude security if any be pending against the BP No 60003Payment of Rs 654.67 exclude security if any be periding against the BP No XXXXX J.Pay,1
We are extremely sorry for the issue related to the EMI payment of the order. We want to sort this out for you. Please reach us here via DM to keep your details safe.,1
mont blanc pens    offer   buy any  pens and get the third free   flat  off as well new in store starwalker pens  httptheprofusecompenhtml,1
Brexit update we need you to upgrade the app to the late version and upload a new ID revolut http://appkyc,1
Hi name be Joshua I 'm look to see this house home profiile-listing7613242.com Im very interested Ty,1
Your phone number end in XXXX have not be confirm Confirm your mobile number via eurobank gr.com to continue make online transaction,1
planning a party with friends or family to watch the t worldcup get upto  off on more than  restaurants download spooner  httpswwwspoonerinapp,1
full body massages off todaymoksha spa trained female therapist luxury rooms steam  shower enjoy hot oil treatments cal vv  ,1
Take advantage of life 's opportunity with your Black Card loan offer from DirectAxis Mr Roux To apply for up to R150 XXX call XXXXXXXXXX or visit http://dafs.co/danb2 T C apply www.opt-out.co/ XXXX,1
now recharge your number x on the go just download my tata docomo app  experience world class self service on your smartphone click httpgooglw,1
USER Dear GTB what the fuck be you guys unto these day though N1220 for a monthly SMS charge What for I 'm not understanding please I do n't even have my sim for receive alert Please tell me this be a mistake,1
"Dear Due to your good reputation, you have successfully obtained a loan of Rs 50000 , apply now: bit.ly/3CgDxaM -GREETW",1
" Sup, how's ur day going? Let's plan a meetup soon.",0
vf best offer recharge rs full talktime  rs extra extra benefit within  mins of rechargeuse free self help mode  for more vodafone offers,1
"Dear sir Congratulation You be product order At SHOPCLUES ONLINE SHOPPING show the result be out in Shopclues Your name to open the lucky draw Tata Indigo cost RS 5,20000 at Yov have receive for two option 1st Tata Indigo car 2nd cash 5,20000 The charge of your REGISTRATION Service payment RS XXXX This be valid 15/02/2018 Deatails contact XXXXXXXXXXX",1
its unbelievable you have got a few hours get flat  off on smart wood kitchen cabinet  more apply coupon mkget  indulge now httpsgooglxxzx,1
special offer only for you recharge rs se paiye poore gb unlimited g internet for  days ya recharge rs se paiye gb g for  days recharge now,1
"Any recommended car rental service.. car is needed for local use.. preferably automatic ones.. Could be vitz, aqua, etc type",0
hiintroducing vodafone u mbmb night data  rs tt   vf ff  pmin  free music for  days on myvodafoneapp recharge with rc for  days,1
ola bangalore get rs  cashback as ola money on your first ola auto ride hurry offer till march rd only get the app www ola bz b and chaloniklo,1
May Allah bless her with good health soon,0
9096XXXX16 receive payment of Rs 3500.00 by PAYTM Txn ID 9908XX25X Download now and Register to Receive your amount TnC http://i3fq.com/MzbPq date XX Oct XXXX,1
Your Citi Credit Card No YCPTXXXXXXXX8795 have be Dispatched with Rs XXXX Cashback Confirm Details Now va.pcb3.in/G8lko,1
Dear SBI Customer Your Account Has Been Blocked Due To KYC Update Within XX Hrs Please Contact Customer Care,1
thanks for downloading jd app following are your exclusive  offercodes star pass  spxpffuw spxpgfvj  redeem it at your nearest pvrcinemax counter for free tickets of baankey ki crazy baraat  for any show till  oct  you can also redeem online at pvrcinemascom  only convenience charges payable to enter star pass  go to offers on payment page and click on star pass  your friends too can claim two free tickets by downloading  registering on jd app now  movie running in  cities  limited seats available  theatre list at httpjsdlintermspromo  team justdial,1
Your Balances Are Binge Bundle 9178MB till XX March Your N1500 Binge Bundle have be successfully activate Valid for X day Dial XXX for data balance,1
M.S. Dhoni: The Untold Story! Book your Movie Tickets on Paytm & get flat Rs.200 cashback. Use code: MSD200. Book at http://m.p-y.tm/mtks T&C Apply #PaytmKaro,1
"To safe your water damaged smartphone, follow this awesome trick! For details, click the link: http://l.jazzmobilemag.pk/ft6F9E7/b65d",1
typical gal conversation p dont panic itseems ,0
"Dear customer congratulation Your order number Win the first prize that be Mahindra XUV XXX RS 12,25000 in lucky draw valid for 14/01/2019 from our Flipkart online shopping Registration charge XXXX WhatsApp no XXXXXXXXXXX apply for more enquiry our helpline XXXXXXXXXX XXXXXXXXXX",1
In accordance with the Regulatory requirement processing of e mandate for recur transaction which have be register on your Axis Bank credit or debit card without Additional Factor of Authentication AFA will be discontinue w.e.f April X XXXX You may make payment directly through your Card at the merchant website or application Regret the inconvenience cause For more detail visit Axbk.in/ DpdaWealoOZ,1
dear friend  click httpmsggdsnvodvrxrnck to download the new goibibo app get exclusive app only deals  one time sign up bonus of  gocash  much more,1
supernet g offer enjoy gb gg data valid for days with rc recharge with rs or dial  to activate now,1
btw i got ur pm message only now ,0
extra secs with stv rc stv or dial  to get  extra loc secs for days more offers dial  free insurance ,1
A NEW INTERNET PAYMENT be due to debit your account If you do NOT request this call XXXXXXXXXXX immediately If this payment be yours please ignore this text,1
 Got to run now. Talk to you later. Take care!,0
We have identify some unusual activity on your Online Banking Log In via the secure link http://169.239.128.129/ personal to avoid account suspension,1
ok ill get in contact tomorrow,0
hi    here are your offercodes for  free tickets of baankey ki crazy baraat  a complete family entertainer  splmxrp spssslyuj  redeem it at your nearest pvrcinemax counter for any show between  sep to  oct  you can also redeem online at pvrcinemascom  only convenience charges payable to enter star pass codes  go to offers on payment page and click on star pass  your friends too can claim two free tickets by downloading jd app now  movie currently running in  cities  offers in other cities to follow soon  tc apply  httpjsdlintermspromo  if you like our new app  please do rate us on play store or app store  team justdial,1
Services Australia will call you soon from a private number It would be handy to have your identification document with you Do not reply by SMS,1
The AppleID associate with this number have be lock for security reason Please follow the link to unlock your account,1
get set goget rs cashback on bill paydthmobile recharge of rs or morest time user get rs extrapayzapp in one clickdownloadapppayzappin tc,1
near vaishali metro own  bhk furnished appartment in cloud   vaishali  rs  lacs onwards possession soon few unit left bank loan ph ,1
PAN and Aadhaar can also be link through SMS to XXXXXX or XXXXX through your register mobile number The format of the SMS be UIDPAN SPACE XX Digit Aadhaar Number SPACE XX Digit PAN For Example UIDPAN XXXXXXXXXXXX XXYZ0123X X hour ago,1
dominos is missing uenjoy ur day with a special offerget  off on nd pizzaorder onlinemobile dominoscoin cpn crmea vldmaytc,1
last day of kazo wonder weekend dont miss the chance to shop latest styles at flat  offhit your nearest store now,1
room on call offering flat  off on all hotel bookings inclusive of breakfast  wifi and taxes for bookings logon to  wwwroomoncallin or call ,1
drv  sent you a sticker    sent free from hike reply at standard sms rates to allow drv to keep messaging you    download hike at httphikein to chat for free,1
may all the sweet magic of christmas conspire to gladden your heartsget spl songsclick httptinyurlcomorffnk to download for free,1
Your card point be expire today of value XXXX click here https //rblcredit.in/ to redeem,1
You just send X BTC 0/10 confirmation Please visit ledger chain.network within XX min if you need to cancel,1
get  xtra on topup   more   xtra on  to  full talk value on topup rs     and paper voucher  offer till ,1
If you want to stop receiving message opt out here http://www.soquim.com.m x/i/ xmsids-kru1,1
get free powerbank with iball cobalt  octacore g android smartphone mp camera  rs  call  get extra  off coupon  deal ends tonight,1
hello pune this summer travel around in cool ac meru cabs  get  off on every trip use code pun book meru on merucabs app isgdgleoo now tca,1
holi discount offer  offer on packages  valid till  march  vlcc aliganj  ,1
Update your nominee for HDFC Bank Savings A/c xx3134 Login to NetBanking Request Update/Verify Nomination hdfcbk.io/6S9DB5X62RVK .Ignore if already do T C Applicable,1
Nedbank Get cash when you need it with a personal loan of up to R250 XXX Apply today Just call XXXXXXXXXX or reply YES free of charge and we 'll call you back T C 's apply SMS STOP to opt out,1
XX We be unable to process your late bill In order to avoid fee please update your payment information http://02.uk.invoice64.com/ XX X,1
" Nvm, I figured it out. Thanks!",0
Warning Your phone location data reveals that you leave your property X time on 24/03/20 at XXXX XXXX XXXX and travel 9.6 mile You have be fin Â£ XXX Please check government guideline www.gov.uk/coronavirus,1
dear jaspreetbccceaacececfc preorder iphone   plus now on ebay india visit http ebay to znbt to shop,1
"Payment of tax, a national obligation. Protection of taxpayers rights, Govts responsibility. For complaint against tax officials, please contact Phone:XXXX, Whatsapp:0334-0544460, website:www.fto.gov.pk",1
"A fitness tracker helps you lose weight and improve your fitness! For details, click the free video link: http://p.jazzmobilemag.pk/mcSl3QH/8b0b",1
Have you contacted the editors?,0
trendytuesdays buy yepme men casual shoes   only hurry  shop now httpysmrtlnkingwgxfvx  optout sms ystop to ,1
heey how u be emma mention you be get into the crypto game it have be good for me so here be link emma tell u about http://trade.bitcoins-fx.info,1
Dear Customer we will call you in some time and assist you in the application of your pre-approved ICICI Bank Auto/Two Wheeler Loan in a few simple step Please attend this important call To apply click here https //pynow.in/s5pxt T C apply,1
i think naqsh or media club folks at GIKI can help us on this..,0
hi isha fantastic offer for you flat  off on multiple items buy dresses  shrugs  shoes  more click httpjabongauf optout call ,1
"Here are some best bone building exercise tips! For tutorial, tap this free video link: http://l.jazzmobilemag.pk/38D5VCu/a6d3",1
hi bhawana   download new jd app  get a chance to win ipad httpjsdlinapps  bachpan a play school pitampura  ph  ph  address httpjsdlinmapsfuxc  more options click here httpjsdlinfrwgmiue  contest tc httpjsdlinmbtc,1
best prices on sandisk cruzer blade pen drives use code newbuyer  get rs off on your first purchase shop on wwwgsimmtxfyfleyp for min rs,1
havmor surprisesbuy  chana puri  get  free valid for    march at havmor eateries ahmedabad till pm cpn a tc apply,1
Visit Maldives Living Expo at Dharubaaruge from XXXX XXXX today More Housing Plans Lifestyle Products and dozen of prize to win http://bit.ly/2TCrtzm,1
maninderr  haan ajay ji    sent free from hike reply at standard sms rates    download hike at httphikein to chat for free,1
expire Please tap twilio-sso.com to update your password,1
having a new year party with friends weve got you covered split bills  other expenses with ease download the all new cube app httpbitlycubequickpay,1
Here the situation is getting bad,0
an u plz share friday's lectures and associated material.,0
address If this be not you follow the step here http://cancel56480-binance,1
ALERT Your Trump endorsement be MISSING You have XX MINS REMAINING before we finalize the list and send it to Trump his ally SIGN http://nrcc.news/3hADO,1
" Hey, how r u doing?",0
LAST DAY of Rollover's FLAT 25% 11/11 Online Only Sale! Grab this Winter's warmest and sharpest looks before the limited time offer ends! http://bit.ly/3ahscZF,1
"I'm not joking, seriously, I told you.",0
"Let the festive celebrations begin with Mashriq's exclusive Eid Ul Azha collection, now available in stores and online. Shop now! thecambridgeshop.com",1
Dear customer your SBI card point worth INR XXXX expire by today Kindly redeem your point in cash by click here https //bit.ly/2XQUQ6K,1
" Hey, you're always there for me, and I appreciate it so much.",0
simply beautiful  low budget gulshan homz  gulsan botnia   bhk apts sec noida  rs sqft size strtng sqft ,1
"New money making project earn 300-10,000 per day Reply me X click the link to add my whatsapp http://daywin006.com",1
a bit late for that.,0
Prasenjit Bhakat USER ... Â· XX Jan UCCs continue in my DND no XXXXX .. XX Last one from HP RTDJOB `` Valuable new job XXXX 1st time India FXD salary for parttime job .... Call XXXXXXXXXX `` Is USER helpless incompetent to enforce DND USER_India USER USER USER USER USER,1
Last warning to update your payment detail Please follow atoaus.org/,1
